;data;codice_spira;00:00-01:00;01:00-02:00;02:00-03:00;03:00-04:00;04:00-05:00;05:00-06:00;06:00-07:00;07:00-08:00;08:00-09:00;09:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;giorno settimana
51710;14/03/2024;2.2 2.2 4 1;57;19;18;5;4;23;51;146;318;295;234;279;258;243;203;234;261;352;327;277;201;131;87;119;790;1;spira;1135;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;167;113.021.084.330.199;444.921.066.212.946;44.4921066212946, 11.3021084330199;433;Giovedì
51711;14/03/2024;2.2 2.2 8 1;111;38;33;12;35;70;230;779;942;796;672;617;681;595;648;607;715;808;754;718;486;284;258;239;791;1;spira;1136;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;347;113.022.424.841.515;444.920.804.779.848;44.4920804779848, 11.3022424841515;434;Giovedì
51714;14/03/2024;2.2 2.8 8 1;111;30;13;12;33;91;251;979;1129;895;718;693;785;676;690;571;839;993;1056;912;575;313;253;223;102;1;spira;84;211;18000;VIA ANDREA COSTA;4574;4577;4000/343434;A;335;NE;279;113.037.697.479.955;444.929.234.732.667;44.4929234732667, 11.3037697479955;439;Giovedì
51719;14/03/2024;2.10 2.6 6 1;265;99;41;41;60;138;468;1381;1472;1358;1065;1131;1274;1267;1322;1227;1361;1575;1636;1481;1132;566;508;541;15;1;spira;96;947;44950;VIALE CARLO PEPOLI;16679;6028;4000/343434;A;338;SE;195;113.283.224.582.864;444.944.770.870.484;44.4944770870484, 11.3283224582864;402;Giovedì
51728;14/03/2024;2.19 2.19 2 1;36;12;7;2;11;30;48;303;555;267;200;193;215;235;273;251;323;423;422;320;174;87;67;80;360;1;spira;108;357;57650;VIA DEL TIMAVO;4701;4680;4000/343434;A;24;S;160;113.167.288.638.096;44.498.596.866.165;44.498596866165, 11.3167288638096;424;Giovedì
51730;14/03/2024;2.19 2.19 6 1;65;20;5;6;15;38;145;474;604;485;351;351;404;380;394;412;444;539;470;399;330;165;131;130;176;1;spira;567;357;57650;VIA DEL TIMAVO;4680;4701;4000/343434;A;24;N;338;113.163.420.592.928;444.977.904.881.531;44.4977904881531, 11.3163420592928;426;Giovedì
51732;14/03/2024;2.26 2.25 4 1;91;24;12;12;37;113;239;620;825;649;655;602;480;585;589;643;752;744;641;630;428;263;191;159;182;1;spira;574;2574;21400;VIA EMILIA PONENTE;8711;8693;4000/343434;A;254;NO;56;11.287.461.221.671;445.123.626.162.894;44.5123626162894, 11.287461221671;451;Giovedì
51736;14/03/2024;2.30 2.29 4 1;65;19;8;8;16;45;84;168;215;247;259;273;267;232;241;239;262;295;246;242;185;105;103;88;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Giovedì
51738;14/03/2024;2.33 0.127 2 1;89;28;17;9;7;29;66;261;434;259;259;253;265;288;325;378;405;446;455;401;243;135;136;152;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Giovedì
51741;14/03/2024;2.40 2.21 8 1;254;91;38;46;78;184;552;1688;1882;1582;1125;1122;1192;1156;1345;1164;1323;1554;1614;1574;1116;551;440;401;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Giovedì
51745;14/03/2024;3.7 2.38 4 1;173;74;30;33;49;82;175;479;549;521;481;518;526;542;537;587;617;621;702;640;440;297;320;289;388;1;spira;141;5096;54950;VIALE ANTONIO SILVANI;10158;16697;4000/343434;A;147;SO;126;113.322.047.011.224;445.021.303.998.721;44.5021303998721, 11.3322047011224;660;Giovedì
51876;15/03/2024;0.127 2.5 4 1;15;15;2;3;2;7;31;127;183;152;132;166;159;145;132;152;166;166;218;193;135;66;57;68;589;1;spira;538;4229;29800;VIA ALESSANDRO GUIDOTTI;4663;4664;4000/343434;A;337;S;187;113.260.133.446.752;444.905.328.608.867;44.4905328608867, 11.3260133446752;70;Venerdì
51880;15/03/2024;0.127 2.9 6 1;18;5;6;4;2;3;11;46;98;79;85;83;68;73;61;79;104;125;119;69;54;34;23;25;162;1;spira;549;3776;60200;VIA LUIGI VALERIANI;13075;4621;4000/343434;A;299;N;342;113.195.970.141.409;444.951.731.390.054;44.4951731390054, 11.3195970141409;99;Venerdì
51881;15/03/2024;0.127 2.10 8 1;18;7;6;4;3;9;24;149;176;97;108;88;121;77;94;114;114;104;97;121;76;43;39;57;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Venerdì
51882;15/03/2024;0.127 2.18 6 1;0;1;2;2;0;0;7;29;28;69;91;112;120;81;88;66;87;95;58;46;34;14;15;14;170;1;spira;561;10272;62160;LARGO VITTIME LAGER NAZISTI;17338;4568;4000/343434;A;25;NE;309;113.093.473.331.418;444.985.350.861.187;44.4985350861187, 11.3093473331418;33;Venerdì
51883;15/03/2024;0.127 2.18 10 1;0;0;1;1;0;0;5;18;25;32;36;35;28;18;21;26;36;27;14;9;16;6;5;15;940;2;spira;1150;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;25;;71;113.098.586.466.771;444.988.392.708.548;44.4988392708548, 11.3098586466771;36;Venerdì
51887;15/03/2024;0.127 2.33 2 1;131;63;28;18;27;61;224;659;827;615;562;584;604;689;743;797;859;927;771;704;539;306;331;396;288;1;spira;28;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;S;160;113.217.226.486.705;445.013.990.198.351;44.5013990198351, 11.3217226486705;59;Venerdì
51888;15/03/2024;0.127 2.33 10 1;116;63;30;17;28;60;175;458;437;432;395;403;414;462;499;530;559;616;508;465;315;229;240;289;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Venerdì
51981;15/03/2024;1.11 2.10 4 1;33;20;17;13;24;12;22;69;104;94;85;77;82;119;97;90;91;112;99;117;77;48;60;52;787;1;spira;1131;939;30450;VIA S.ISAIA;13554;41;4000/343434;A;322;;63;113.357.757.807.336;444.932.825.534.639;44.4932825534639, 11.3357757807336;349;Venerdì
51989;15/03/2024;2.2 2.2 4 1;64;21;18;7;9;19;61;138;337;244;227;226;291;235;216;224;296;284;358;270;243;133;106;151;790;1;spira;1135;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;167;113.021.084.330.199;444.921.066.212.946;44.4921066212946, 11.3021084330199;433;Venerdì
51990;15/03/2024;2.2 2.2 8 1;130;45;30;26;33;77;243;728;919;771;647;655;655;552;632;673;755;741;809;699;518;296;289;296;791;1;spira;1136;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;347;113.022.424.841.515;444.920.804.779.848;44.4920804779848, 11.3022424841515;434;Venerdì
51995;15/03/2024;2.9 2.20 6 1;22;4;6;2;4;6;11;124;177;82;69;48;74;60;69;59;70;80;85;88;64;48;32;24;164;1;spira;551;7291;18600;VIA DELLA CROCETTA;4678;14760;4000/343434;A;298;N;354;113.184.727.885.428;444.953.746.950.273;44.4953746950273, 11.3184727885428;516;Venerdì
51996;15/03/2024;2.10 2.21 6 1;192;87;58;34;47;86;244;1073;1332;1055;933;921;849;1026;976;889;1057;1033;986;1051;704;403;348;424;14;1;spira;95;7563;61550;VIALE GIOVANNI VICINI;16678;16693;4000/343434;A;338;NO;10;113.283.987.885.526;44.494.907.669.431;44.494907669431, 11.3283987885526;401;Venerdì
52002;15/03/2024;2.19 2.19 6 1;53;26;9;9;13;43;143;524;523;510;377;359;413;386;405;405;469;533;523;477;322;171;129;173;176;1;spira;567;357;57650;VIA DEL TIMAVO;4680;4701;4000/343434;A;24;N;338;113.163.420.592.928;444.977.904.881.531;44.4977904881531, 11.3163420592928;426;Venerdì
52003;15/03/2024;2.19 2.19 7 1;61;21;6;3;14;48;243;708;735;650;488;493;512;547;583;540;646;773;779;725;514;273;233;212;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;1.131.326.041.783;444.978.561.467.662;44.4978561467662, 11.31326041783;427;Venerdì
52004;15/03/2024;2.19 2.82 4 1;12;13;9;4;4;9;26;135;193;117;122;123;87;119;115;134;218;204;179;132;106;44;40;42;205;1;spira;599;7225;44650;VIA PASUBIO;14714;4566;4000/343434;A;42;O;68;113.112.946.339.157;44.500.559.242.279;44.500559242279, 11.3112946339157;431;Venerdì
52005;15/03/2024;2.21 2.35 8 1;327;165;94;66;107;220;581;2042;2534;2071;1912;1754;1791;1789;1845;1756;1999;2175;1988;2087;1563;917;805;829;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;113.276.196.333.253;444.972.874.200.715;44.4972874200715, 11.3276196333253;443;Venerdì
52010;15/03/2024;2.30 2.31 8 1;46;8;2;13;43;34;38;68;86;87;66;78;63;67;64;88;76;85;88;82;38;36;34;27;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Venerdì
52013;15/03/2024;2.35 1.9 2 1;96;47;28;16;35;64;103;247;414;424;407;331;334;304;329;341;357;460;382;428;346;242;187;200;286;1;spira;26;4615;22100;VIA S.FELICE;15231;15635;4000/343434;A;21;SE;245;113.278.724.580.295;444.989.805.631.524;44.4989805631524, 11.3278724580295;482;Venerdì
52014;15/03/2024;2.38 2.35 4 1;298;118;50;44;57;107;252;744;790;856;828;847;919;910;946;918;979;995;1009;981;821;461;585;629;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Venerdì
52151;16/03/2024;0.127 2.18 10 2;13;6;5;2;4;6;16;14;31;70;67;53;59;39;25;57;38;58;59;49;32;28;18;17;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Sabato
52255;16/03/2024;2.2 2.2 4 1;73;75;34;25;11;23;35;103;136;189;269;278;306;243;175;225;214;242;249;271;199;121;139;144;790;1;spira;1135;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;167;113.021.084.330.199;444.921.066.212.946;44.4921066212946, 11.3021084330199;433;Sabato
52265;16/03/2024;2.9 2.20 6 1;15;9;8;4;12;9;5;24;57;63;47;73;69;59;58;46;40;51;74;75;68;36;25;33;164;1;spira;551;7291;18600;VIA DELLA CROCETTA;4678;14760;4000/343434;A;298;N;354;113.184.727.885.428;444.953.746.950.273;44.4953746950273, 11.3184727885428;516;Sabato
52270;16/03/2024;2.18 2.82 6 1;20;9;10;6;5;10;20;25;64;120;111;106;104;67;58;89;75;105;89;80;55;28;28;25;169;1;spira;560;4563;36250;VIA MARZABOTTO;4568;8778;4000/343434;A;25;N;329;113.101.650.805.774;44.499.278.975.506;44.499278975506, 11.3101650805774;420;Sabato
52274;16/03/2024;2.21 2.10 6 1;439;322;145;92;73;136;244;715;710;837;930;1056;1174;1041;837;1023;1117;1082;1018;1098;969;562;503;556;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;113.275.349.874.958;444.968.992.842.874;44.4968992842874, 11.3275349874958;442;Sabato
52275;16/03/2024;2.21 2.35 8 1;598;441;249;127;147;200;365;892;1297;1613;1722;1788;1871;1526;1446;1620;1611;1737;1820;1906;1566;1079;954;885;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;113.276.196.333.253;444.972.874.200.715;44.4972874200715, 11.3276196333253;443;Sabato
52278;16/03/2024;2.26 2.25 4 1;112;102;60;50;65;90;152;334;457;604;626;657;629;591;508;500;506;512;496;511;445;271;194;170;182;1;spira;574;2574;21400;VIA EMILIA PONENTE;8711;8693;4000/343434;A;254;NO;56;11.287.461.221.671;445.123.626.162.894;44.5123626162894, 11.287461221671;451;Sabato
52280;16/03/2024;2.30 2.30 6 1;251;141;66;51;52;106;294;500;629;743;865;913;938;753;724;779;751;903;987;941;728;424;342;331;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Sabato
52282;16/03/2024;2.33 0.127 2 1;144;99;53;38;23;25;36;122;183;234;262;246;327;267;209;267;253;266;260;292;272;163;140;174;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Sabato
52283;16/03/2024;2.33 0.127 6 1;84;73;23;20;19;37;50;162;251;298;320;299;323;257;234;275;263;270;310;320;295;183;141;153;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Sabato
52287;16/03/2024;2.38 2.35 4 1;488;415;227;174;123;121;168;399;438;646;774;869;925;840;717;787;893;880;860;942;859;630;629;666;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Sabato
52416;17/03/2024;0.127 2.10 8 1;55;24;21;10;6;2;4;15;27;55;80;82;107;92;66;77;74;100;113;79;50;35;22;14;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Domenica
52543;17/03/2024;2.8 2.2 4 1;143;100;56;34;23;29;38;81;164;300;379;422;426;259;246;236;342;342;296;228;225;144;105;71;511;1;spira;866;4215;18000;VIA ANDREA COSTA;4571;4572;4000/343434;A;38;O;90;113.103.052.985.972;444.939.477.458.512;44.4939477458512, 11.3103052985972;505;Domenica
52548;17/03/2024;2.19 0.127 8 1;113;52;37;37;12;21;35;47;93;192;260;312;358;254;270;284;361;286;292;301;247;154;121;66;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Domenica
52549;17/03/2024;2.19 2.19 8 1;420;228;133;99;94;100;136;238;408;725;891;956;1105;722;797;1085;1125;1129;1105;960;694;468;344;249;788;1;spira;1132;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;113.132.403.786.183;444.978.131.399.409;44.4978131399409, 11.3132403786183;428;Domenica
52550;17/03/2024;2.19 2.32 6 1;50;25;23;21;9;7;21;21;27;59;86;124;135;98;84;82;82;90;116;121;98;75;49;39;358;1;spira;106;2699;57650;VIA DEL TIMAVO;4701;8812;4000/343434;A;24;N;338;113.170.094.340.646;444.988.944.328.703;44.4988944328703, 11.3170094340646;430;Domenica
52560;17/03/2024;2.33 0.127 6 1;101;69;47;29;24;26;27;55;93;174;203;278;266;196;185;247;292;258;250;236;188;117;88;59;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Domenica
52565;17/03/2024;2.40 2.21 8 1;512;231;156;122;107;106;143;226;377;735;885;1075;1230;847;871;1206;1293;1308;1283;1097;806;552;395;285;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Domenica
52706;18/03/2024;0.127 2.10 8 1;22;3;5;1;5;14;33;157;186;106;81;72;129;98;110;117;115;108;151;157;52;28;27;36;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Lunedì
52710;18/03/2024;0.127 2.18 8 1;210;89;48;39;77;224;713;2034;1995;1722;1501;1413;1455;1570;1560;1532;1723;2145;2109;1846;1169;617;380;378;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;113.086.826.273.458;444.990.522.268.361;44.4990522268361, 11.3086826273458;34;Lunedì
52711;18/03/2024;0.127 2.18 10 2;2;2;2;2;2;6;16;28;37;47;53;56;51;41;55;52;65;63;51;48;30;27;5;6;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Lunedì
52713;18/03/2024;0.127 2.20 2 1;68;19;8;10;15;32;100;402;506;359;343;334;364;391;423;426;522;496;527;462;240;152;126;134;178;1;spira;570;7243;62250;VIA VITTORIO VENETO;14727;4677;4000/343434;A;23;S;156;113.190.584.470.408;444.973.300.969.747;44.4973300969747, 11.3190584470408;40;Lunedì
52721;18/03/2024;0.127 2.31 6 1;2;1;3;1;3;5;13;44;69;58;59;56;58;53;55;49;64;74;63;40;21;24;6;9;191;1;spira;583;7675;16750;VIA CIMABUE;15441;8846;4000/343434;A;302;N;335;11.314.438.289.839;445.033.998.910.462;44.5033998910462, 11.314438289839;56;Lunedì
52723;18/03/2024;0.127 2.33 2 1;97;43;14;12;25;64;184;681;758;601;524;567;588;615;665;691;857;966;943;693;425;235;242;225;288;1;spira;28;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;S;160;113.217.226.486.705;445.013.990.198.351;44.5013990198351, 11.3217226486705;59;Lunedì
52724;18/03/2024;0.127 2.33 6 1;23;18;6;7;13;38;135;452;563;351;240;291;263;272;290;243;343;359;373;323;190;112;79;61;195;1;spira;588;2729;62250;VIA VITTORIO VENETO;8814;8839;4000/343434;A;19;N;336;113.215.733.072.765;445.009.942.351.004;44.5009942351004, 11.3215733072765;60;Lunedì
52725;18/03/2024;0.127 2.33 10 1;92;38;17;17;26;60;150;385;403;406;360;379;407;409;438;455;552;624;575;448;279;177;198;187;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Lunedì
52729;18/03/2024;0.127 2.82 8 1;10;8;1;0;5;16;48;258;242;139;106;81;78;51;99;106;93;207;260;136;100;36;26;20;206;1;spira;600;2647;44650;VIA PASUBIO;8787;4566;4000/343434;A;42;E;248;113.107.102.075.303;445.006.771.544.669;44.5006771544669, 11.3107102075303;84;Lunedì
52823;18/03/2024;2.2 2.2 4 1;28;17;11;10;4;15;52;129;415;207;171;234;243;224;212;194;292;309;303;256;181;101;87;78;790;1;spira;1135;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;167;113.021.084.330.199;444.921.066.212.946;44.4921066212946, 11.3021084330199;433;Lunedì
52824;18/03/2024;2.2 2.2 8 1;74;33;18;23;34;74;223;794;892;694;594;582;551;552;614;580;667;762;714;657;452;222;163;181;791;1;spira;1136;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;347;113.022.424.841.515;444.920.804.779.848;44.4920804779848, 11.3022424841515;434;Lunedì
52838;18/03/2024;2.10 2.21 6 1;127;52;26;31;43;71;253;1147;1358;1090;902;884;764;917;959;877;1075;1080;976;863;568;320;253;293;14;1;spira;95;7563;61550;VIALE GIOVANNI VICINI;16678;16693;4000/343434;A;338;NO;10;113.283.987.885.526;44.494.907.669.431;44.494907669431, 11.3283987885526;401;Lunedì
52842;18/03/2024;2.19 0.127 8 1;46;26;9;11;13;44;147;557;537;420;331;366;385;389;414;386;520;559;650;521;277;148;114;99;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Lunedì
52844;18/03/2024;2.19 2.19 2 1;24;14;6;5;8;30;46;318;529;265;168;173;208;206;230;190;313;395;395;248;144;68;57;48;360;1;spira;108;357;57650;VIA DEL TIMAVO;4701;4680;4000/343434;A;24;S;160;113.167.288.638.096;44.498.596.866.165;44.498596866165, 11.3167288638096;424;Lunedì
52847;18/03/2024;2.21 2.35 8 1;250;99;56;64;98;207;571;2164;2413;2059;1674;1664;1526;1703;1805;1689;1977;1989;1998;1780;1124;630;455;531;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;113.276.196.333.253;444.972.874.200.715;44.4972874200715, 11.3276196333253;443;Lunedì
52851;18/03/2024;2.26 2.25 4 1;78;24;12;13;51;115;245;660;775;655;683;631;610;626;661;677;765;762;629;535;367;194;146;105;182;1;spira;574;2574;21400;VIA EMILIA PONENTE;8711;8693;4000/343434;A;254;NO;56;11.287.461.221.671;445.123.626.162.894;44.5123626162894, 11.287461221671;451;Lunedì
52853;18/03/2024;2.28 0.127 6 1;11;8;2;4;5;11;8;22;62;83;63;64;78;72;69;57;85;78;109;83;50;29;27;25;301;2;spira;41;2612;21400;VIA EMILIA PONENTE;8742;8739;;A;14;E;75;112.969.389.020.555;445.088.642.358.691;44.5088642358691, 11.2969389020555;457;Lunedì
52854;18/03/2024;2.28 2.29 8 1;98;35;24;32;94;134;236;447;498;468;469;474;483;405;443;494;501;615;583;443;245;166;145;108;302;1;spira;42;2605;21400;VIA EMILIA PONENTE;8744;8738;4000/343434;A;14;E;260;112.980.846.229.246;445.085.832.490.053;44.5085832490053, 11.2980846229246;458;Lunedì
52864;18/03/2024;2.82 2.18 2 1;31;11;7;8;10;56;96;342;395;334;262;346;309;239;348;313;269;421;381;327;263;111;80;91;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Lunedì
52865;18/03/2024;2.82 2.19 8 1;16;6;3;3;2;13;35;237;226;122;86;96;106;95;134;116;207;216;294;179;78;34;27;26;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Lunedì
53144;19/03/2024;2.27 2.26 4 1;13;8;7;10;15;34;74;141;190;171;170;165;126;143;139;149;210;174;165;136;103;50;40;25;304;1;spira;44;5940;21400;VIA EMILIA PONENTE;13714;8592;4000/343434;A;13;NO;63;112.898.176.294.478;445.113.136.553.154;44.5113136553154, 11.2898176294478;454;Martedì
53150;19/03/2024;2.33 0.127 2 1;47;25;7;2;9;32;72;317;443;273;258;263;283;333;304;369;406;484;517;415;271;114;116;107;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Martedì
53151;19/03/2024;2.33 0.127 6 1;37;16;9;7;12;28;133;501;618;437;333;254;306;272;301;304;341;410;434;338;222;119;113;57;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Martedì
53152;19/03/2024;2.33 2.32 4 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289;1;spira;29;2710;52400;VIA AURELIO SAFFI;8839;8823;4000/343434;A;19;O;66;113.215.278.109.756;445.012.925.294.941;44.5012925294941, 11.3215278109756;478;Martedì
53439;20/03/2024;2.29 2.28 4 1;28;12;3;6;9;19;79;323;427;272;233;231;247;238;220;220;369;330;354;234;149;102;66;51;299;1;spira;39;6850;21400;VIA EMILIA PONENTE;8803;14448;4000/343434;A;15;O;70;113.038.646.411.057;445.074.293.579.262;44.5074293579262, 11.3038646411057;461;Mercoledì
53440;20/03/2024;2.30 0.127 6 1;138;94;34;40;73;199;733;1865;1892;1473;1294;1315;1338;1298;1288;1280;1426;1688;1579;1387;885;546;384;340;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Mercoledì
53442;20/03/2024;2.33 0.127 6 1;35;16;6;9;16;32;138;491;573;417;276;283;297;244;324;286;358;412;431;351;247;125;99;74;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Mercoledì
53447;20/03/2024;2.40 2.21 8 1;183;86;42;27;54;152;528;1626;1977;1515;1293;1222;1105;1229;1275;1224;1426;1610;1730;1560;1029;552;435;355;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Mercoledì
53448;20/03/2024;2.82 2.18 2 1;37;17;8;6;8;52;95;350;406;343;330;285;380;319;284;321;372;449;459;379;244;142;98;93;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Mercoledì
