;Unnamed: 0;data;codice_spira;00:00-01:00;01:00-02:00;02:00-03:00;03:00-04:00;04:00-05:00;05:00-06:00;06:00-07:00;07:00-08:00;08:00-09:00;09:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;giorno settimana;edge_id
20743;52003;15/03/2024;2.19 2.19 7 1;61;21;6;3;14;48;243;708;735;650;488;493;512;547;583;540;646;773;779;725;514;273;233;212;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;1.131.326.041.783;444.978.561.467.662;44.4978561467662, 11.31326041783;427;Venerdì;b2[1][0]
20744;52004;15/03/2024;2.19 2.82 4 1;12;13;9;4;4;9;26;135;193;117;122;123;87;119;115;134;218;204;179;132;106;44;40;42;205;1;spira;599;7225;44650;VIA PASUBIO;14714;4566;4000/343434;A;42;O;68;113.112.946.339.157;44.500.559.242.279;44.500559242279, 11.3112946339157;431;Venerdì;b26.-170
20745;52005;15/03/2024;2.21 2.35 8 1;327;165;94;66;107;220;581;2042;2534;2071;1912;1754;1791;1789;1845;1756;1999;2175;1988;2087;1563;917;805;829;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;113.276.196.333.253;444.972.874.200.715;44.4972874200715, 11.3276196333253;443;Venerdì;a204a[0]
20747;52010;15/03/2024;2.30 2.31 8 1;46;8;2;13;43;34;38;68;86;87;66;78;63;67;64;88;76;85;88;82;38;36;34;27;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Venerdì;b8
20748;52013;15/03/2024;2.35 1.9 2 1;96;47;28;16;35;64;103;247;414;424;407;331;334;304;329;341;357;460;382;428;346;242;187;200;286;1;spira;26;4615;22100;VIA S.FELICE;15231;15635;4000/343434;A;21;SE;245;113.278.724.580.295;444.989.805.631.524;44.4989805631524, 11.3278724580295;482;Venerdì;a55
20749;52014;15/03/2024;2.38 2.35 4 1;298;118;50;44;57;107;252;744;790;856;828;847;919;910;946;918;979;995;1009;981;821;461;585;629;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Venerdì;a203[0]
20751;52016;15/03/2024;2.95 2.4 6 1;191;86;35;19;31;73;172;610;652;602;649;670;693;704;737;725;643;731;717;677;620;313;333;400;623;1;spira;956;304;52950;VIA SARAGOZZA;4657;4539;4000/343434;A;371;SO;109;113.208.167.613.095;444.896.143.680.428;44.4896143680428, 11.3208167613095;518;Venerdì;a195
20848;52151;16/03/2024;0.127 2.18 10 2;13;6;5;2;4;6;16;14;31;70;67;53;59;39;25;57;38;58;59;49;32;28;18;17;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Sabato;b20+19a
20895;52265;16/03/2024;2.9 2.20 6 1;15;9;8;4;12;9;5;24;57;63;47;73;69;59;58;46;40;51;74;75;68;36;25;33;164;1;spira;551;7291;18600;VIA DELLA CROCETTA;4678;14760;4000/343434;A;298;N;354;113.184.727.885.428;444.953.746.950.273;44.4953746950273, 11.3184727885428;516;Sabato;a191
20896;52270;16/03/2024;2.18 2.82 6 1;20;9;10;6;5;10;20;25;64;120;111;106;104;67;58;89;75;105;89;80;55;28;28;25;169;1;spira;560;4563;36250;VIA MARZABOTTO;4568;8778;4000/343434;A;25;N;329;113.101.650.805.774;44.499.278.975.506;44.499278975506, 11.3101650805774;420;Sabato;b23
20897;52274;16/03/2024;2.21 2.10 6 1;439;322;145;92;73;136;244;715;710;837;930;1056;1174;1041;837;1023;1117;1082;1018;1098;969;562;503;556;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;113.275.349.874.958;444.968.992.842.874;44.4968992842874, 11.3275349874958;442;Sabato;a201
20898;52275;16/03/2024;2.21 2.35 8 1;598;441;249;127;147;200;365;892;1297;1613;1722;1788;1871;1526;1446;1620;1611;1737;1820;1906;1566;1079;954;885;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;113.276.196.333.253;444.972.874.200.715;44.4972874200715, 11.3276196333253;443;Sabato;a204a[0]
20900;52280;16/03/2024;2.30 2.30 6 1;251;141;66;51;52;106;294;500;629;743;865;913;938;753;724;779;751;903;987;941;728;424;342;331;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Sabato;b4[1][1][0]
20901;52282;16/03/2024;2.33 0.127 2 1;144;99;53;38;23;25;36;122;183;234;262;246;327;267;209;267;253;266;260;292;272;163;140;174;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Sabato;b55
20902;52283;16/03/2024;2.33 0.127 6 1;84;73;23;20;19;37;50;162;251;298;320;299;323;257;234;275;263;270;310;320;295;183;141;153;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Sabato;b53
20903;52287;16/03/2024;2.38 2.35 4 1;488;415;227;174;123;121;168;399;438;646;774;869;925;840;717;787;893;880;860;942;859;630;629;666;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Sabato;a203[0]
20977;52416;17/03/2024;0.127 2.10 8 1;55;24;21;10;6;2;4;15;27;55;80;82;107;92;66;77;74;100;113;79;50;35;22;14;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Domenica;a117
20978;52421;17/03/2024;0.127 2.19 10 1;60;42;37;14;12;16;20;31;44;115;163;186;210;153;136;170;196;195;179;195;129;96;66;45;942;2;spira;1222;358;58000;VIA TOLMINO;4680;16850;4000/343434;A;24;NE;297;113.160.312.523.868;444.974.672.343.601;44.4974672343601, 11.3160312523868;39;Domenica;b38[0]
21014;52544;17/03/2024;2.8 2.3 2 1;33;12;17;7;4;12;30;65;88;160;200;177;152;111;108;138;217;192;166;126;82;41;40;21;510;1;spira;852;10163;19350;VIA PIETRO DE COUBERTIN;4571;17301;4000/343434;A;38;S;188;113.108.762.401.867;444.936.129.820.353;44.4936129820353, 11.3108762401867;506;Domenica;a78[0]
21016;52547;17/03/2024;2.19 0.127 2 1;154;99;65;30;30;21;50;88;193;302;362;392;474;320;296;414;466;482;501;440;314;204;171;106;175;1;spira;566;343;39600;VIA MONTEFIORINO;4680;4614;4000/343434;A;24;S;157;113.159.062.928.132;444.973.287.210.753;44.4973287210753, 11.3159062928132;421;Domenica;a67
21017;52548;17/03/2024;2.19 0.127 8 1;113;52;37;37;12;21;35;47;93;192;260;312;358;254;270;284;361;286;292;301;247;154;121;66;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Domenica;b47
21018;52549;17/03/2024;2.19 2.19 8 1;420;228;133;99;94;100;136;238;408;725;891;956;1105;722;797;1085;1125;1129;1105;960;694;468;344;249;788;1;spira;1132;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;113.132.403.786.183;444.978.131.399.409;44.4978131399409, 11.3132403786183;428;Domenica;b2[1][0]
21019;52550;17/03/2024;2.19 2.32 6 1;50;25;23;21;9;7;21;21;27;59;86;124;135;98;84;82;82;90;116;121;98;75;49;39;358;1;spira;106;2699;57650;VIA DEL TIMAVO;4701;8812;4000/343434;A;24;N;338;113.170.094.340.646;444.988.944.328.703;44.4988944328703, 11.3170094340646;430;Domenica;b38[1][0]
21023;52560;17/03/2024;2.33 0.127 6 1;101;69;47;29;24;26;27;55;93;174;203;278;266;196;185;247;292;258;250;236;188;117;88;59;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Domenica;b53
21024;52565;17/03/2024;2.40 2.21 8 1;512;231;156;122;107;106;143;226;377;735;885;1075;1230;847;871;1206;1293;1308;1283;1097;806;552;395;285;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Domenica;a122
21106;52706;18/03/2024;0.127 2.10 8 1;22;3;5;1;5;14;33;157;186;106;81;72;129;98;110;117;115;108;151;157;52;28;27;36;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Lunedì;a117
21108;52710;18/03/2024;0.127 2.18 8 1;210;89;48;39;77;224;713;2034;1995;1722;1501;1413;1455;1570;1560;1532;1723;2145;2109;1846;1169;617;380;378;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;113.086.826.273.458;444.990.522.268.361;44.4990522268361, 11.3086826273458;34;Lunedì;b2[1][1][1]b
21109;52711;18/03/2024;0.127 2.18 10 2;2;2;2;2;2;6;16;28;37;47;53;56;51;41;55;52;65;63;51;48;30;27;5;6;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Lunedì;b20+19a
21110;52712;18/03/2024;0.127 2.19 6 1;58;33;16;21;43;90;218;669;689;543;532;501;514;497;518;549;654;616;587;554;348;203;190;195;174;1;spira;565;343;39600;VIA MONTEFIORINO;4614;4680;4000/343434;A;24;N;337;113.160.137.227.682;444.972.742.515.867;44.4972742515867, 11.3160137227682;38;Lunedì;a11
21111;52713;18/03/2024;0.127 2.20 2 1;68;19;8;10;15;32;100;402;506;359;343;334;364;391;423;426;522;496;527;462;240;152;126;134;178;1;spira;570;7243;62250;VIA VITTORIO VENETO;14727;4677;4000/343434;A;23;S;156;113.190.584.470.408;444.973.300.969.747;44.4973300969747, 11.3190584470408;40;Lunedì;a181
21117;52721;18/03/2024;0.127 2.31 6 1;2;1;3;1;3;5;13;44;69;58;59;56;58;53;55;49;64;74;63;40;21;24;6;9;191;1;spira;583;7675;16750;VIA CIMABUE;15441;8846;4000/343434;A;302;N;335;11.314.438.289.839;445.033.998.910.462;44.5033998910462, 11.314438289839;56;Lunedì;b31
21118;52723;18/03/2024;0.127 2.33 2 1;97;43;14;12;25;64;184;681;758;601;524;567;588;615;665;691;857;966;943;693;425;235;242;225;288;1;spira;28;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;S;160;113.217.226.486.705;445.013.990.198.351;44.5013990198351, 11.3217226486705;59;Lunedì;b53
21119;52724;18/03/2024;0.127 2.33 6 1;23;18;6;7;13;38;135;452;563;351;240;291;263;272;290;243;343;359;373;323;190;112;79;61;195;1;spira;588;2729;62250;VIA VITTORIO VENETO;8814;8839;4000/343434;A;19;N;336;113.215.733.072.765;445.009.942.351.004;44.5009942351004, 11.3215733072765;60;Lunedì;b55
21120;52725;18/03/2024;0.127 2.33 10 1;92;38;17;17;26;60;150;385;403;406;360;379;407;409;438;455;552;624;575;448;279;177;198;187;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Lunedì;b53
21122;52729;18/03/2024;0.127 2.82 8 1;10;8;1;0;5;16;48;258;242;139;106;81;78;51;99;106;93;207;260;136;100;36;26;20;206;1;spira;600;2647;44650;VIA PASUBIO;8787;4566;4000/343434;A;42;E;248;113.107.102.075.303;445.006.771.544.669;44.5006771544669, 11.3107102075303;84;Lunedì;b15
21169;52830;18/03/2024;2.5 2.95 6 1;154;66;28;24;41;86;239;878;786;867;790;747;789;929;818;876;883;940;952;958;796;360;294;287;19;1;spira;88;325;52950;VIA SARAGOZZA;4665;4651;4000/343434;A;337;O;90;113.258.609.026.138;444.903.451.512.572;44.4903451512572, 11.3258609026138;497;Lunedì;a60
21171;52832;18/03/2024;2.6 4.47 4 1;138;52;32;22;40;128;496;1349;1385;1087;947;1001;1067;1078;1126;1061;1213;1411;1207;1068;631;453;323;300;20;1;spira;90;8620;1350;VIALE ANTONIO ALDINI;16662;16521;4000/343434;A;49;SE;250;113.297.300.781.334;444.900.319.161.705;44.4900319161705, 11.3297300781334;501;Lunedì;a210
21172;52835;18/03/2024;2.8 2.3 2 1;20;9;4;3;3;5;29;182;250;137;127;125;134;114;129;115;170;237;257;223;152;56;39;27;510;1;spira;852;10163;19350;VIA PIETRO DE COUBERTIN;4571;17301;4000/343434;A;38;S;188;113.108.762.401.867;444.936.129.820.353;44.4936129820353, 11.3108762401867;506;Lunedì;a78[0]
21173;52837;18/03/2024;2.10 1.11 4 1;50;33;15;10;16;42;141;391;564;493;327;308;333;310;355;341;352;387;415;328;286;156;124;100;262;1;spira;857;8713;30500;PIAZZA DI PORTA S.ISAIA;16678;56;4000/343434;A;338;E;256;11.328.674.717.615;44.494.620.361.561;44.494620361561, 11.328674717615;400;Lunedì;a134
21174;52838;18/03/2024;2.10 2.21 6 1;127;52;26;31;43;71;253;1147;1358;1090;902;884;764;917;959;877;1075;1080;976;863;568;320;253;293;14;1;spira;95;7563;61550;VIALE GIOVANNI VICINI;16678;16693;4000/343434;A;338;NO;10;113.283.987.885.526;44.494.907.669.431;44.494907669431, 11.3283987885526;401;Lunedì;a201
21175;52842;18/03/2024;2.19 0.127 8 1;46;26;9;11;13;44;147;557;537;420;331;366;385;389;414;386;520;559;650;521;277;148;114;99;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Lunedì;b47
21176;52844;18/03/2024;2.19 2.19 2 1;24;14;6;5;8;30;46;318;529;265;168;173;208;206;230;190;313;395;395;248;144;68;57;48;360;1;spira;108;357;57650;VIA DEL TIMAVO;4701;4680;4000/343434;A;24;S;160;113.167.288.638.096;44.498.596.866.165;44.498596866165, 11.3167288638096;424;Lunedì;b38[0]a
21177;52845;18/03/2024;2.19 2.19 4 1;78;37;15;21;49;113;242;858;1191;707;628;575;555;621;697;625;864;817;735;655;344;221;191;225;361;1;spira;109;358;58000;VIA TOLMINO;4680;16850;4000/343434;A;24;O;90;113.156.919.816.636;444.975.833.129.702;44.4975833129702, 11.3156919816636;425;Lunedì;b2[0]
21178;52847;18/03/2024;2.21 2.35 8 1;250;99;56;64;98;207;571;2164;2413;2059;1674;1664;1526;1703;1805;1689;1977;1989;1998;1780;1124;630;455;531;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;113.276.196.333.253;444.972.874.200.715;44.4972874200715, 11.3276196333253;443;Lunedì;a204a[0]
21187;52864;18/03/2024;2.82 2.18 2 1;31;11;7;8;10;56;96;342;395;334;262;346;309;239;348;313;269;421;381;327;263;111;80;91;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Lunedì;b20+19a
21188;52865;18/03/2024;2.82 2.19 8 1;16;6;3;3;2;13;35;237;226;122;86;96;106;95;134;116;207;216;294;179;78;34;27;26;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Lunedì;b37
21285;53019;19/03/2024;0.127 2.31 2 1;8;3;3;1;1;9;19;101;212;149;190;175;195;137;152;122;98;196;220;172;84;31;19;17;192;1;spira;584;2742;41430;LARGO BARTOLO NIGRISOLI;8761;15769;4000/343434;A;301;S;155;113.156.346.572.437;445.039.426.162.009;44.5039426162009, 11.3156346572437;55;Martedì;b70
21299;53150;19/03/2024;2.33 0.127 2 1;47;25;7;2;9;32;72;317;443;273;258;263;283;333;304;369;406;484;517;415;271;114;116;107;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Martedì;b55
21300;53151;19/03/2024;2.33 0.127 6 1;37;16;9;7;12;28;133;501;618;437;333;254;306;272;301;304;341;410;434;338;222;119;113;57;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Martedì;b53
21301;53152;19/03/2024;2.33 2.32 4 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289;1;spira;29;2710;52400;VIA AURELIO SAFFI;8839;8823;4000/343434;A;19;O;66;113.215.278.109.756;445.012.925.294.941;44.5012925294941, 11.3215278109756;478;Martedì;b51
21396;53440;20/03/2024;2.30 0.127 6 1;138;94;34;40;73;199;733;1865;1892;1473;1294;1315;1338;1298;1288;1280;1426;1688;1579;1387;885;546;384;340;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Mercoledì;b4[1][1][1]
21397;53442;20/03/2024;2.33 0.127 6 1;35;16;6;9;16;32;138;491;573;417;276;283;297;244;324;286;358;412;431;351;247;125;99;74;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Mercoledì;b53
21398;53447;20/03/2024;2.40 2.21 8 1;183;86;42;27;54;152;528;1626;1977;1515;1293;1222;1105;1229;1275;1224;1426;1610;1730;1560;1029;552;435;355;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Mercoledì;a122
21399;53448;20/03/2024;2.82 2.18 2 1;37;17;8;6;8;52;95;350;406;343;330;285;380;319;284;321;372;449;459;379;244;142;98;93;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Mercoledì;b20+19a
21460;53596;21/03/2024;0.127 2.31 1 1;4;5;1;3;6;9;31;73;88;64;71;55;51;75;63;61;59;52;55;51;61;81;18;13;614;1;spira;948;2742;41430;LARGO BARTOLO NIGRISOLI;8761;15769;4000/343434;A;301;S;155;113.156.585.697.439;445.039.310.321.156;44.5039310321156, 11.3156585697439;54;Giovedì;b71
21461;53598;21/03/2024;0.127 2.31 6 1;6;6;2;1;2;5;9;35;65;67;57;53;60;49;51;33;53;48;62;34;28;31;7;11;191;1;spira;583;7675;16750;VIA CIMABUE;15441;8846;4000/343434;A;302;N;335;11.314.438.289.839;445.033.998.910.462;44.5033998910462, 11.314438289839;56;Giovedì;b31
21489;53718;21/03/2024;2.31 2.30 4 1;216;103;38;37;48;110;251;769;968;821;665;768;857;845;935;890;924;948;879;837;715;401;397;433;293;1;spira;33;2681;21400;VIA EMILIA PONENTE;8776;8780;4000/343434;A;300;O;66;113.133.986.552.922;445.041.992.237.176;44.5041992237176, 11.3133986552922;472;Giovedì;b76
21490;53720;21/03/2024;2.33 2.32 4 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289;1;spira;29;2710;52400;VIA AURELIO SAFFI;8839;8823;4000/343434;A;19;O;66;113.215.278.109.756;445.012.925.294.941;44.5012925294941, 11.3215278109756;478;Giovedì;b51
21491;53723;21/03/2024;2.35 2.38 8 1;90;48;23;21;38;70;207;746;883;935;770;631;542;554;592;614;676;727;662;681;507;260;205;187;283;1;spira;23;8785;54950;VIALE ANTONIO SILVANI;16696;16702;4000/343434;A;21;NE;296;113.275.922.602.577;444.996.245.123.973;44.4996245123973, 11.3275922602577;485;Giovedì;a204[1][1]
21492;53726;21/03/2024;2.82 2.18 2 2;53;21;12;5;18;43;101;288;396;399;361;337;365;314;357;339;408;468;513;431;276;115;90;84;269;1;spira;922;4568;36250;VIA MARZABOTTO;8776;8777;4000/343434;A;300;S;155;113.132.064.397.937;445.039.186.889.583;44.5039186889583, 11.3132064397937;508;Giovedì;b17[1]
21493;53728;21/03/2024;2.82 2.31 6 1;15;4;2;1;2;13;74;205;279;205;137;134;166;117;139;139;195;192;168;154;93;45;44;29;190;1;spira;582;4568;36250;VIA MARZABOTTO;8777;8776;4000/343434;A;300;N;335;113.133.096.525.433;445.038.846.559.691;44.5038846559691, 11.3133096525433;510;Giovedì;b17[1]
21558;53991;22/03/2024;2.9 2.10 8 1;138;53;38;15;30;67;202;692;726;712;624;665;690;926;712;850;2314;4178;3781;3784;4059;4260;3988;3477;163;1;spira;550;364;18000;VIA ANDREA COSTA;4621;4696;4000/343434;A;299;E;280;113.198.132.852.758;444.953.074.040.538;44.4953074040538, 11.3198132852758;515;Venerdì;a20001+87[1][0]
21559;53998;22/03/2024;2.18 2.19 8 1;296;122;55;55;74;216;683;1988;2172;2013;1819;1658;1646;1662;1677;1856;2115;2273;2265;2090;1591;973;803;734;96;1;spira;77;4219;25430;VIALE M. KARAMCHAND GANDHI;4568;16850;4000/343434;A;25;E;250;113.103.750.297.562;444.985.943.485.971;44.4985943485971, 11.3103750297562;419;Venerdì;b2[1][0]
21561;54018;22/03/2024;2.82 2.18 2 1;56;22;9;7;11;46;85;320;395;327;350;378;345;337;353;361;428;419;442;393;237;142;126;120;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Venerdì;b20+19a
21613;54254;23/03/2024;1.9 0.127 6 1;29;24;16;8;7;13;25;42;55;52;60;81;74;66;59;59;67;67;64;72;48;35;32;37;534;1;spira;515;2881;22100;VIA S.FELICE;13540;15635;4000/343434;A;294;NO;65;113.307.270.636.654;444.980.414.260.355;44.4980414260355, 11.3307270636654;394;Sabato;a55
21621;54267;23/03/2024;2.6 2.10 6 1;402;293;141;90;85;72;194;558;812;921;944;1130;1146;956;782;859;956;1019;1089;1211;999;619;545;465;592;1;spira;541;8712;44950;VIALE CARLO PEPOLI;16659;16665;4000/343434;A;49;N;15;113.295.725.650.354;444.912.436.304.454;44.4912436304454, 11.3295725650354;499;Sabato;a210
21622;54270;23/03/2024;2.10 1.11 4 1;147;90;43;37;30;44;96;179;261;265;367;332;377;255;232;296;295;330;351;353;332;217;223;192;262;1;spira;857;8713;30500;PIAZZA DI PORTA S.ISAIA;16678;56;4000/343434;A;338;E;256;11.328.674.717.615;44.494.620.361.561;44.494620361561, 11.328674717615;400;Sabato;a134
21626;54277;23/03/2024;2.19 0.127 8 1;108;82;24;26;22;39;81;230;301;403;431;441;456;381;287;329;290;399;405;418;313;152;170;152;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Sabato;b47
21629;54285;23/03/2024;2.30 0.127 6 1;322;211;112;50;84;137;389;682;1054;1318;1417;1392;1413;1176;1040;1068;1109;1229;1237;1250;883;612;535;471;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Sabato;b4[1][1][1]
21630;54286;23/03/2024;2.30 2.29 4 1;81;64;42;34;25;39;67;98;184;238;271;316;303;261;229;218;278;277;254;245;208;126;94;101;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Sabato;b10
21631;54287;23/03/2024;2.30 2.30 6 1;206;112;60;100;618;95;210;507;731;898;975;851;963;760;723;738;728;845;855;819;613;435;371;315;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Sabato;b4[1][1][0]
21632;54288;23/03/2024;2.30 2.31 8 1;42;35;17;23;47;43;41;79;76;83;89;82;68;67;57;59;56;51;64;54;53;28;28;35;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Sabato;b8
21698;54409;24/03/2024;0.127 2.8 4 1;94;58;38;26;27;22;16;42;95;156;221;197;252;152;170;165;189;174;197;184;131;77;80;50;597;1;spira;546;256;18000;VIA ANDREA COSTA;4596;4571;4000/343434;A;38;O;109;113.112.243.441.924;44.494.098.107.005;44.494098107005, 11.3112243441924;83;Domenica;a77[1][1]
21699;54412;24/03/2024;0.127 2.10 8 1;51;43;21;14;9;6;6;23;35;54;73;87;111;64;54;97;102;96;116;104;51;36;32;23;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Domenica;a117
